Date,Close/Last,Volume,Open,High,Low
01/09/2023,11108.44,--,11133.07,11304.84,11085.32
01/06/2023,11040.35,--,10807.45,11082.59,10696.42
01/05/2023,10741.22,--,10837.25,10842.33,10728.26
01/04/2023,10914.80,--,10949.34,10981.46,10785.53
01/03/2023,10862.64,--,11038.42,11093.10,10770.93
12/30/2022,10939.76,--,10835.59,10942.90,10778.64
12/29/2022,10951.05,--,10800.80,10981.06,10776.62
12/28/2022,10679.34,--,10807.12,10898.64,10671.19
12/27/2022,10822.51,--,10944.30,10957.44,10807.61
12/23/2022,10985.45,--,10911.04,11007.09,10830.90
12/22/2022,10956.14,--,11099.36,11114.23,10784.02
12/21/2022,11235.88,--,11110.65,11285.77,11083.36
12/20/2022,11072.42,--,11023.47,11143.62,10967.07
12/19/2022,11084.59,--,11243.00,11251.57,11029.77
12/16/2022,11243.72,--,11313.64,11383.39,11175.54
12/15/2022,11345.22,--,11573.38,11591.33,11300.35
12/14/2022,11740.92,--,11824.54,11941.28,11617.41
12/13/2022,11834.21,--,12141.24,12166.41,11724.90
12/12/2022,11706.44,--,11572.26,11707.71,11529.41
12/09/2022,11563.33,--,11594.38,11707.09,11550.31
12/08/2022,11637.50,--,11543.68,11672.14,11470.68
12/07/2022,11497.39,--,11490.99,11577.69,11431.96
12/06/2022,11549.69,--,11775.20,11790.93,11488.60
12/05/2022,11786.80,--,11899.54,11957.36,11732.15
12/02/2022,11994.26,--,11845.53,12027.62,11825.53
12/01/2022,12041.89,--,12030.24,12115.34,11928.66
11/30/2022,12030.06,--,11505.74,12031.34,11481.89
11/29/2022,11503.45,--,11590.30,11613.33,11450.34
11/28/2022,11587.75,--,11684.07,11764.83,11555.26
11/25/2022,11756.03,--,11777.33,11803.91,11748.79
11/23/2022,11838.72,--,11725.08,11866.42,11722.01
11/22/2022,11724.84,--,11590.83,11731.76,11503.34
11/21/2022,11553.45,--,11623.35,11664.94,11524.44
11/18/2022,11677.02,--,11791.85,11794.68,11579.64
11/17/2022,11676.86,--,11521.64,11737.61,11519.38
11/16/2022,11699.09,--,11767.42,11796.99,11673.14
11/15/2022,11871.15,--,12006.45,12024.95,11735.40
11/14/2022,11700.94,--,11728.11,11863.82,11669.10
11/11/2022,11817.01,--,11604.36,11840.07,11535.56
11/10/2022,11605.96,--,11350.42,11612.20,11235.74
11/09/2022,10797.55,--,10971.43,11012.66,10790.35
11/08/2022,11059.50,--,11039.58,11191.90,10897.53
11/07/2022,10977.00,--,10900.83,11001.16,10817.59
11/04/2022,10857.03,--,10911.98,10934.62,10632.39
11/03/2022,10690.60,--,10769.43,10852.18,10680.83
11/02/2022,10906.34,--,11300.27,11410.91,10903.48
11/01/2022,11288.95,--,11571.53,11574.39,11278.28
10/31/2022,11405.57,--,11465.21,11482.99,11331.26
10/28/2022,11546.21,--,11176.99,11563.16,11176.99
10/27/2022,11191.63,--,11387.71,11417.04,11179.90
10/26/2022,11405.90,--,11409.79,11657.06,11388.34
10/25/2022,11669.99,--,11482.87,11681.85,11480.41
10/24/2022,11430.26,--,11321.11,11468.18,11166.49
10/21/2022,11310.33,--,10998.17,11327.77,10962.01
10/20/2022,11046.71,--,11081.22,11279.81,11001.28
10/19/2022,11103.38,--,11081.82,11231.46,11008.11
10/18/2022,11147.74,--,11368.76,11374.38,11035.80
10/17/2022,11062.53,--,10967.25,11090.87,10959.74
10/14/2022,10692.06,--,11130.08,11152.89,10677.48
10/13/2022,11033.58,--,10481.58,11087.66,10440.64
10/12/2022,10785.62,--,10810.30,10886.49,10754.85
10/11/2022,10791.35,--,10865.32,10981.91,10716.33
10/10/2022,10926.97,--,11048.51,11063.21,10824.25
10/07/2022,11039.47,--,11272.46,11293.65,10991.66
10/06/2022,11485.50,--,11556.40,11660.55,11472.83
10/05/2022,11573.18,--,11429.47,11647.62,11312.52
10/04/2022,11582.54,--,11477.85,11609.25,11462.37
10/03/2022,11229.73,--,11059.17,11296.43,10985.01
09/30/2022,10971.22,--,11123.11,11296.16,10966.95
09/29/2022,11164.78,--,11334.57,11339.91,11038.94
09/28/2022,11493.83,--,11258.74,11546.87,11210.81
09/27/2022,11271.75,--,11411.34,11502.38,11175.29
09/26/2022,11254.11,--,11283.14,11473.36,11235.74
09/23/2022,11311.24,--,11398.75,11402.41,11169.66
09/22/2022,11501.65,--,11574.32,11617.99,11448.86
09/21/2022,11637.79,--,11892.72,12062.52,11636.25
09/20/2022,11851.54,--,11855.84,11951.13,11761.69
09/19/2022,11953.27,--,11753.60,11956.79,11752.43
09/16/2022,11861.38,--,11775.94,11875.09,11710.26
09/15/2022,11927.49,--,12034.43,12153.34,11867.88
09/14/2022,12134.40,--,12092.03,12170.25,12016.43
09/13/2022,12033.62,--,12364.83,12420.01,12004.42
09/12/2022,12739.72,--,12649.23,12752.83,12639.76
09/09/2022,12588.29,--,12424.15,12610.43,12424.15
09/08/2022,12321.19,--,12139.57,12374.13,12120.26
09/07/2022,12259.39,--,12038.18,12298.12,12026.98
09/06/2022,12011.31,--,12106.57,12152.42,11928.81
09/02/2022,12098.44,--,12392.46,12451.28,12035.53
09/01/2022,12274.62,--,12158.88,12290.33,12012.98
08/31/2022,12272.03,--,12448.07,12502.15,12268.08
08/30/2022,12342.70,--,12562.40,12572.88,12240.82
08/29/2022,12484.32,--,12488.46,12594.34,12440.40
08/26/2022,12605.17,--,13129.91,13175.25,12603.41
08/25/2022,13143.58,--,12984.74,13146.84,12951.61
08/24/2022,12917.86,--,12876.23,12995.14,12843.58
08/23/2022,12881.79,--,12885.28,13000.71,12852.70
08/22/2022,12890.54,--,13056.39,13073.07,12859.82
08/19/2022,13242.90,--,13370.25,13402.61,13210.82
08/18/2022,13505.99,--,13474.24,13553.28,13405.74
08/17/2022,13470.86,--,13499.24,13591.58,13389.82
08/16/2022,13635.21,--,13617.66,13720.91,13508.47
08/15/2022,13667.18,--,13529.66,13685.65,13524.53
08/12/2022,13565.87,--,13384.65,13565.87,13341.65
08/11/2022,13291.99,--,13471.03,13555.38,13271.35
08/10/2022,13378.32,--,13330.66,13386.85,13220.05
08/09/2022,13008.17,--,13064.24,13095.70,12945.60
08/08/2022,13159.16,--,13227.09,13394.54,13103.80
08/05/2022,13207.69,--,13107.45,13286.02,13070.36
08/04/2022,13311.04,--,13253.77,13326.72,13170.44
08/03/2022,13253.26,--,12983.58,13289.19,12974.85
08/02/2022,12901.60,--,12853.04,13073.27,12809.01
08/01/2022,12940.78,--,12877.04,13084.61,12833.16
07/29/2022,12947.97,--,12784.20,12986.64,12726.25
07/28/2022,12717.87,--,12580.61,12741.83,12433.55
07/27/2022,12601.47,--,12299.34,12660.77,12256.94
07/26/2022,12086.90,--,12248.21,12259.01,12051.21
07/25/2022,12328.41,--,12391.21,12415.59,12244.40
07/22/2022,12396.47,--,12575.76,12662.86,12322.82
07/21/2022,12619.41,--,12466.13,12620.50,12351.42
07/20/2022,12439.68,--,12269.07,12488.39,12232.20
07/19/2022,12249.42,--,12046.69,12258.37,11967.92
07/18/2022,11877.50,--,12089.68,12156.09,11836.52
07/15/2022,11983.62,--,11896.15,11987.52,11828.13
07/14/2022,11768.40,--,11637.18,11801.11,11488.27
07/13/2022,11728.53,--,11523.91,11819.69,11498.96
07/12/2022,11744.99,--,11926.84,11990.44,11684.02
07/11/2022,11860.28,--,12008.76,12026.06,11830.88
07/08/2022,12125.69,--,11977.95,12179.32,11956.03
07/07/2022,12109.05,--,11913.73,12137.71,11897.51
07/06/2022,11852.59,--,11807.08,11941.31,11727.36
07/05/2022,11779.90,--,11419.34,11781.74,11366.07
07/01/2022,11585.68,--,11472.63,11592.85,11378.63
06/30/2022,11503.72,--,11532.32,11650.96,11322.86
06/29/2022,11658.26,--,11619.01,11710.21,11537.72
06/28/2022,11637.77,--,12021.34,12133.87,11633.13
06/27/2022,12008.24,--,12157.93,12175.98,11965.67
06/24/2022,12105.85,--,11826.95,12112.82,11812.18
06/23/2022,11697.68,--,11622.09,11729.62,11515.48
06/22/2022,11527.71,--,11427.74,11708.08,11423.20
06/21/2022,11546.76,--,11446.98,11638.47,11446.98
06/17/2022,11265.99,--,11172.65,11357.97,11089.93
06/16/2022,11127.57,--,11286.87,11311.05,11037.21
06/15/2022,11593.77,--,11468.13,11751.29,11346.54
06/14/2022,11311.69,--,11385.18,11418.22,11205.92
06/13/2022,11288.32,--,11472.19,11568.65,11254.18
06/10/2022,11832.82,--,12052.59,12082.69,11825.35
06/09/2022,12269.78,--,12543.37,12666.41,12265.86
06/08/2022,12615.13,--,12682.81,12776.65,12578.55
06/07/2022,12711.68,--,12456.49,12737.30,12413.56
06/06/2022,12599.63,--,12745.89,12804.46,12534.58
06/03/2022,12548.03,--,12650.38,12724.81,12505.76
06/02/2022,12892.89,--,12498.63,12897.63,12447.77
06/01/2022,12548.36,--,12750.31,12820.47,12457.91
05/31/2022,12642.10,--,12688.95,12762.84,12482.32
05/27/2022,12681.42,--,12421.80,12682.58,12405.29
05/26/2022,12276.79,--,11906.83,12337.73,11901.87
05/25/2022,11943.93,--,11732.45,12028.89,11714.27
05/24/2022,11769.84,--,11807.78,11842.81,11576.11
05/23/2022,12034.28,--,11867.36,12047.81,11785.76
05/20/2022,11835.62,--,12037.03,12044.70,11492.29
05/19/2022,11875.63,--,11872.56,12066.85,11795.79
05/18/2022,11928.31,--,12352.92,12389.96,11887.00
05/17/2022,12564.10,--,12496.63,12572.99,12333.99
05/16/2022,12243.58,--,12297.07,12395.51,12196.21
05/13/2022,12387.40,--,12125.93,12429.28,12069.13
05/12/2022,11945.50,--,11790.13,12128.73,11692.12
05/11/2022,11967.56,--,12240.21,12470.89,11939.09
05/10/2022,12345.86,--,12496.84,12537.89,12173.47
05/09/2022,12187.72,--,12465.91,12542.32,12136.19
05/06/2022,12693.53,--,12776.86,12926.58,12522.77
05/05/2022,12850.55,--,13344.79,13344.79,12710.59
05/04/2022,13535.71,--,13110.30,13556.67,12887.53
05/03/2022,13089.90,--,13045.35,13178.74,12982.70
05/02/2022,13075.85,--,12864.83,13083.57,12716.63
04/29/2022,12854.80,--,13274.94,13428.53,12835.48
04/28/2022,13456.06,--,13254.96,13542.56,13038.17
04/27/2022,13003.36,--,13009.40,13241.94,12936.41
04/26/2022,13009.71,--,13447.66,13447.66,13009.65
04/25/2022,13533.22,--,13275.41,13541.77,13239.73
04/22/2022,13356.87,--,13714.63,13769.40,13342.79
04/21/2022,13720.45,--,14174.92,14277.21,13682.68
04/20/2022,13998.53,--,14246.20,14263.61,13962.86
04/19/2022,14210.26,--,13882.75,14236.51,13844.74
04/18/2022,13910.76,--,13859.47,13997.93,13788.96
04/14/2022,13893.21,--,14225.47,14235.39,13884.82
04/13/2022,14217.29,--,13939.61,14258.81,13919.48
04/12/2022,13940.24,--,14175.66,14264.74,13882.75
04/11/2022,13990.21,--,14149.60,14187.67,13979.14
04/08/2022,14327.26,--,14450.53,14490.19,14307.68
04/07/2022,14531.81,--,14469.50,14624.24,14315.69
04/06/2022,14498.88,--,14600.30,14639.35,14395.40
04/05/2022,14820.64,--,15109.27,15120.67,14782.57
04/04/2022,15159.58,--,14903.38,15161.89,14884.57
04/01/2022,14861.21,--,14886.91,14925.93,14723.83
03/31/2022,14838.49,--,15074.23,15088.38,14835.16
03/30/2022,15071.55,--,15177.15,15229.01,15010.34
03/29/2022,15239.32,--,15142.93,15265.42,15039.61
03/28/2022,14987.40,--,14763.16,14989.08,14705.92
03/25/2022,14754.31,--,14766.90,14805.88,14577.59
03/24/2022,14765.69,--,14529.72,14767.73,14440.67
03/23/2022,14447.55,--,14525.22,14681.33,14446.04
03/22/2022,14654.33,--,14396.03,14688.97,14385.55
03/21/2022,14376.09,--,14377.15,14470.68,14190.53
03/18/2022,14420.08,--,14061.29,14427.47,14014.43
03/17/2022,14118.60,--,13878.99,14125.67,13827.34
03/16/2022,13956.78,--,13633.12,13960.25,13475.09
03/15/2022,13458.56,--,13174.97,13488.18,13092.45
03/14/2022,13046.64,--,13248.09,13386.67,13020.40
03/11/2022,13301.83,--,13701.80,13714.44,13285.19
03/10/2022,13591.00,--,13577.84,13633.69,13399.46
03/09/2022,13742.20,--,13610.48,13793.11,13504.48
03/08/2022,13267.60,--,13275.23,13663.27,13129.40
03/07/2022,13319.38,--,13853.53,13879.10,13314.44
03/04/2022,13837.83,--,13957.60,13992.97,13738.61
03/03/2022,14035.21,--,14339.70,14342.56,13965.11
03/02/2022,14243.69,--,14075.11,14292.72,13962.69
03/01/2022,14005.99,--,14197.66,14271.58,13906.92
02/28/2022,14237.81,--,14058.61,14296.60,14009.36
02/25/2022,14189.16,--,13973.90,14193.00,13850.29
02/24/2022,13974.67,--,13065.44,13989.10,13065.44
02/23/2022,13509.43,--,14016.94,14035.93,13502.58
02/22/2022,13870.53,--,13892.81,14109.26,13720.92
02/18/2022,14009.54,--,14207.55,14225.72,13918.76
02/17/2022,14171.74,--,14485.08,14497.46,14155.43
02/16/2022,14603.64,--,14514.84,14647.79,14399.29
02/15/2022,14620.82,--,14482.11,14624.53,14444.46
02/14/2022,14268.59,--,14233.40,14400.78,14119.73
02/11/2022,14253.84,--,14739.46,14769.64,14194.54
02/10/2022,14705.64,--,14770.67,15037.26,14636.62
02/09/2022,15056.96,--,14930.99,15057.90,14870.36
02/08/2022,14747.03,--,14533.25,14785.22,14485.78
02/07/2022,14571.25,--,14716.43,14813.86,14524.63
02/04/2022,14694.35,--,14566.28,14832.05,14452.28
02/03/2022,14501.11,--,14693.85,14856.51,14471.20
02/02/2022,15139.74,--,15173.03,15196.40,14960.85
02/01/2022,15019.68,--,14966.60,15034.42,14749.49
01/31/2022,14930.05,--,14505.07,14934.52,14442.88
01/28/2022,14454.61,--,14091.31,14457.78,13880.48
01/27/2022,14003.11,--,14346.46,14419.45,13972.88
01/26/2022,14172.76,--,14492.52,14646.54,14006.40
01/25/2022,14149.12,--,14237.60,14410.43,14033.81
01/24/2022,14509.58,--,14160.91,14532.57,13724.85
01/21/2022,14438.40,--,14728.66,14868.45,14432.64
01/20/2022,14846.46,--,15176.38,15347.62,14832.69
01/19/2022,15047.84,--,15287.25,15382.00,15038.43
01/18/2022,15210.76,--,15378.06,15446.30,15182.96
01/14/2022,15611.59,--,15396.47,15617.18,15396.47
01/13/2022,15495.62,--,15970.09,15990.38,15468.09
01/12/2022,15905.10,--,15955.48,16017.39,15815.95
01/11/2022,15844.12,--,15582.72,15848.56,15496.91
01/10/2022,15614.43,--,15383.18,15627.92,15165.53
01/07/2022,15592.19,--,15774.13,15835.00,15526.80
01/06/2022,15765.36,--,15675.22,15900.60,15608.57
01/05/2022,15771.78,--,16190.55,16249.23,15763.84
01/04/2022,16279.73,--,16513.87,16513.87,16151.90
01/03/2022,16501.77,--,16395.51,16504.14,16306.64
12/31/2021,16320.08,--,16411.26,16464.62,16317.26
12/30/2021,16429.10,--,16485.40,16569.62,16415.12
12/29/2021,16491.01,--,16510.63,16548.92,16396.16
12/28/2021,16488.66,--,16602.92,16607.19,16458.49
12/27/2021,16567.50,--,16361.07,16567.64,16361.07
12/23/2021,16308.21,--,16203.76,16360.75,16188.02
12/22/2021,16180.14,--,15963.54,16186.25,15947.56
12/21/2021,15986.28,--,15794.38,15997.61,15617.48
12/20/2021,15627.64,--,15566.83,15662.61,15508.74
12/17/2021,15801.46,--,15714.54,15960.25,15664.10
12/16/2021,15863.94,--,16335.03,16340.53,15802.63
12/15/2021,16289.59,--,15908.45,16301.27,15746.94
12/14/2021,15914.90,--,15877.65,15995.21,15742.80
12/13/2021,16082.55,--,16317.90,16332.63,16075.54
12/10/2021,16331.98,--,16278.30,16339.12,16139.00
12/09/2021,16149.57,--,16337.81,16413.28,16141.39
12/08/2021,16394.34,--,16313.88,16401.10,16250.39
12/07/2021,16325.66,--,16139.56,16343.67,16128.44
12/06/2021,15846.16,--,15744.91,15898.59,15557.78
12/03/2021,15712.04,--,16039.41,16089.61,15543.31
12/02/2021,15990.76,--,15791.30,16066.32,15770.92
12/01/2021,15877.72,--,16347.96,16427.19,15864.00
11/30/2021,16135.92,--,16333.95,16454.56,16073.76
11/29/2021,16399.24,--,16263.43,16437.16,16214.56
11/26/2021,16025.58,--,16237.41,16302.58,15988.95
11/24/2021,16367.81,--,16202.26,16370.56,16106.02
11/23/2021,16306.72,--,16330.18,16417.50,16121.70
11/22/2021,16380.98,--,16644.77,16764.86,16374.78
11/19/2021,16573.34,--,16558.56,16625.86,16523.83
11/18/2021,16482.97,--,16398.76,16501.92,16309.51
11/17/2021,16308.07,--,16329.07,16398.95,16276.77
11/16/2021,16309.77,--,16170.29,16329.50,16156.69
11/15/2021,16189.12,--,16227.01,16256.73,16096.37
11/12/2021,16199.89,--,16078.13,16218.55,16012.78
11/11/2021,16032.47,--,16114.05,16116.25,16019.39
11/10/2021,15985.57,--,16087.01,16224.51,15905.28
11/09/2021,16219.94,--,16389.99,16401.89,16168.63
11/08/2021,16336.03,--,16351.49,16401.93,16314.00
11/05/2021,16359.38,--,16397.59,16454.48,16302.06
11/04/2021,16346.24,--,16193.22,16387.95,16169.56
11/03/2021,16144.50,--,16000.60,16157.60,15950.59
11/02/2021,15972.49,--,15885.34,15988.33,15877.27
11/01/2021,15905.28,--,15879.61,15910.35,15785.31
10/29/2021,15850.47,--,15638.74,15856.90,15638.74
10/28/2021,15778.16,--,15674.39,15784.00,15650.01
10/27/2021,15598.39,--,15603.16,15729.75,15578.68
10/26/2021,15559.49,--,15615.36,15710.79,15518.59
10/25/2021,15514.19,--,15417.25,15555.65,15338.49
10/22/2021,15355.07,--,15422.07,15474.28,15291.95
10/21/2021,15489.59,--,15365.81,15497.58,15350.50
10/20/2021,15388.71,--,15448.00,15457.11,15333.43
10/19/2021,15410.72,--,15349.45,15414.97,15320.62
10/18/2021,15300.89,--,15091.58,15307.51,15074.71
10/15/2021,15146.92,--,15106.97,15150.14,15064.59
10/14/2021,15052.42,--,14925.58,15059.89,14901.59
10/13/2021,14774.60,--,14751.80,14800.83,14676.58
10/12/2021,14662.11,--,14772.29,14784.78,14636.33
10/11/2021,14713.73,--,14765.69,14907.57,14709.05
10/08/2021,14820.75,--,14942.36,14948.35,14805.50
10/07/2021,14897.13,--,14899.07,15010.32,14878.22
10/06/2021,14766.75,--,14529.89,14775.64,14499.48
10/05/2021,14674.15,--,14533.43,14763.64,14520.23
10/04/2021,14472.12,--,14713.60,14727.60,14384.93
10/01/2021,14791.87,--,14731.38,14830.84,14555.12
09/30/2021,14689.62,--,14830.30,14888.22,14684.55
09/29/2021,14752.89,--,14835.51,14914.92,14727.41
09/28/2021,14770.30,--,15001.98,15040.57,14758.98
09/27/2021,15204.82,--,15205.23,15240.58,15106.45
09/24/2021,15329.68,--,15222.97,15345.54,15209.16
09/23/2021,15316.58,--,15231.20,15356.92,15199.43
09/22/2021,15176.51,--,15073.96,15230.34,15029.90
09/21/2021,15027.77,--,15096.97,15139.90,14986.98
09/20/2021,15012.19,--,15068.65,15157.26,14821.03
09/17/2021,15333.47,--,15481.43,15485.21,15291.04
09/16/2021,15515.91,--,15452.67,15539.14,15370.88
09/15/2021,15503.53,--,15419.95,15518.95,15316.40
09/14/2021,15382.90,--,15505.78,15525.97,15352.06
09/13/2021,15434.50,--,15545.66,15562.28,15351.70
09/10/2021,15440.75,--,15648.05,15673.50,15433.43
09/09/2021,15561.05,--,15639.44,15675.46,15556.74
09/08/2021,15620.85,--,15669.01,15669.01,15528.45
09/07/2021,15675.76,--,15662.30,15701.40,15610.23
09/03/2021,15652.86,--,15578.96,15668.12,15554.97
09/02/2021,15604.25,--,15656.28,15681.76,15554.29
09/01/2021,15611.57,--,15637.13,15696.42,15603.67
08/31/2021,15582.51,--,15601.34,15604.45,15522.78
08/30/2021,15605.09,--,15460.93,15620.62,15459.74
08/27/2021,15432.95,--,15305.75,15447.03,15292.74
08/26/2021,15278.52,--,15348.98,15369.28,15265.23
08/25/2021,15368.92,--,15384.83,15404.36,15341.92
08/24/2021,15357.68,--,15338.92,15384.42,15319.55
08/23/2021,15312.82,--,15140.14,15341.47,15140.14
08/20/2021,15092.57,--,14974.06,15103.94,14968.87
08/19/2021,14933.94,--,14773.19,15000.19,14773.19
08/18/2021,14857.92,--,14975.02,15039.90,14846.51
08/17/2021,15002.83,--,15018.94,15062.70,14906.22
08/16/2021,15140.77,--,15090.05,15142.03,14931.15
08/13/2021,15136.68,--,15101.84,15150.48,15079.30
08/12/2021,15088.98,--,15012.60,15097.91,14956.25
08/11/2021,15027.76,--,15101.82,15127.78,14972.60
08/10/2021,15053.58,--,15157.37,15169.45,15010.16
08/09/2021,15133.11,--,15136.14,15154.68,15081.75
08/06/2021,15109.36,--,15125.74,15162.34,15063.02
08/05/2021,15181.64,--,15105.40,15184.27,15083.83
08/04/2021,15083.39,--,15059.16,15117.38,15017.14
08/03/2021,15061.42,--,14997.20,15063.66,14864.53
08/02/2021,14963.62,--,14959.90,15059.89,14945.13
07/30/2021,14959.90,--,14882.39,14990.86,14882.39
07/29/2021,15048.36,--,15015.30,15091.96,15004.42
07/28/2021,15018.10,--,15005.17,15078.85,14913.55
07/27/2021,14956.97,--,15103.01,15107.74,14787.80
07/26/2021,15125.95,--,15088.28,15142.35,15048.23
07/23/2021,15111.79,--,15004.43,15125.84,14948.04
07/22/2021,14940.17,--,14865.46,14941.38,14865.46
07/21/2021,14842.63,--,14723.67,14843.17,14710.11
07/20/2021,14728.21,--,14601.33,14790.60,14530.78
07/19/2021,14549.09,--,14517.96,14578.96,14455.07
07/16/2021,14681.38,--,14842.08,14875.97,14667.10
07/15/2021,14794.69,--,14903.49,14907.51,14717.55
07/14/2021,14900.44,--,14984.86,15001.13,14871.73
07/13/2021,14874.54,--,14871.04,15002.28,14843.80
07/12/2021,14877.89,--,14878.71,14899.46,14813.79
07/09/2021,14826.09,--,14709.32,14838.72,14685.54
07/08/2021,14722.14,--,14577.67,14763.67,14551.76
07/07/2021,14810.54,--,14889.76,14891.19,14735.75
07/06/2021,14786.36,--,14755.15,14797.45,14635.31
07/02/2021,14727.63,--,14633.51,14738.14,14626.82
07/01/2021,14560.05,--,14530.63,14576.64,14483.42
06/30/2021,14554.80,--,14560.07,14582.30,14530.87
06/29/2021,14572.75,--,14523.63,14575.19,14481.84
06/28/2021,14524.98,--,14401.63,14530.07,14400.59
06/25/2021,14345.18,--,14396.63,14401.71,14324.26
06/24/2021,14365.96,--,14358.30,14429.14,14337.65
06/23/2021,14274.24,--,14275.09,14324.74,14247.58
06/22/2021,14270.42,--,14140.30,14288.49,14128.01
06/21/2021,14137.23,--,14055.04,14150.91,13967.89
06/18/2021,14049.58,--,14125.12,14140.61,14024.60
06/17/2021,14163.81,--,13946.70,14205.43,13946.52
06/16/2021,13983.01,--,14053.12,14100.11,13843.60
06/15/2021,14030.41,--,14120.81,14126.26,14008.93
06/14/2021,14128.20,--,14002.14,14129.33,13963.94
06/11/2021,13998.30,--,13959.47,13998.65,13934.00
06/10/2021,13960.35,--,13834.26,13962.98,13817.83
06/09/2021,13814.94,--,13865.51,13900.71,13811.05
06/08/2021,13810.86,--,13873.46,13913.40,13746.42
06/07/2021,13802.89,--,13744.15,13808.42,13710.11
06/04/2021,13770.77,--,13619.79,13784.77,13613.58
06/03/2021,13529.68,--,13568.91,13608.54,13469.85
06/02/2021,13675.79,--,13655.71,13712.68,13610.16
06/01/2021,13654.59,--,13764.27,13773.45,13602.12
05/28/2021,13686.51,--,13717.00,13765.80,13684.83
05/27/2021,13657.85,--,13686.86,13724.76,13652.13
05/26/2021,13702.74,--,13687.71,13726.06,13661.06
05/25/2021,13657.73,--,13701.30,13734.41,13614.54
05/24/2021,13641.75,--,13504.39,13687.60,13500.12
05/21/2021,13411.74,--,13573.22,13573.84,13401.53
05/20/2021,13494.09,--,13294.59,13526.01,13293.10
05/19/2021,13237.91,--,12998.53,13243.98,12994.35
05/18/2021,13217.68,--,13352.26,13400.52,13212.85
05/17/2021,13312.91,--,13329.86,13350.14,13196.57
05/14/2021,13312.91,--,13238.99,13430.00,13220.19
05/13/2021,13109.15,--,13133.73,13226.64,13006.77
05/12/2021,13001.63,--,13155.07,13236.89,12967.18
05/11/2021,13351.27,--,13102.64,13381.66,13094.76
05/10/2021,13359.08,--,13647.73,13648.49,13358.62
05/07/2021,13719.63,--,13715.56,13814.65,13669.78
05/06/2021,13613.73,--,13490.94,13617.34,13403.46
05/05/2021,13503.37,--,13649.12,13676.86,13478.58
