日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index Chinese Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20171019,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1921.98,1923.66,1903.94,1909.79,-13.03,-0.68,1337.12,195.21,80
20171020,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1904.92,1940.70,1904.20,1940.70,30.91,1.62,1095.74,202.30,80
20171023,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1937.32,1941.82,1932.05,1938.36,-2.33,-0.12,955.58,154.35,80
20171024,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1936.48,1940.69,1926.95,1940.42,2.05,0.11,1135.26,188.58,80
20171025,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1935.00,1943.72,1927.98,1943.30,2.88,0.15,1038.90,182.39,80
20171026,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1940.38,1960.74,1934.12,1952.54,9.25,0.48,1520.36,250.30,80
20171027,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1950.41,1958.47,1944.80,1947.55,-5.00,-0.26,1420.77,226.21,80
20171030,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1940.80,1943.15,1892.23,1915.40,-32.15,-1.65,1872.27,269.05,80
20171031,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1914.06,1938.01,1913.93,1937.89,22.50,1.17,1315.06,222.43,80
20171101,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1939.60,1950.61,1937.88,1939.59,1.70,0.09,1474.59,234.56,80
20171102,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1935.68,1935.94,1916.69,1926.94,-12.66,-0.65,1480.58,222.85,80
20171103,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1927.78,1936.98,1909.63,1920.67,-6.27,-0.33,1889.80,281.54,80
20171106,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1925.15,1947.62,1918.84,1947.03,26.37,1.37,1409.44,227.29,80
20171107,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1948.97,1960.93,1941.62,1960.62,13.59,0.70,1876.80,271.68,80
20171108,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1960.40,1994.44,1954.85,1985.45,24.83,1.27,2210.90,359.89,80
20171109,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1989.58,2003.72,1980.75,2003.03,17.58,0.89,1896.17,308.37,80
20171110,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1998.13,2045.23,1997.09,2042.66,39.63,1.98,2521.68,378.08,80
20171113,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,2049.76,2059.48,2044.52,2051.99,9.33,0.46,2510.86,408.96,80
20171114,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,2050.87,2052.00,2001.44,2005.10,-46.89,-2.29,2282.33,383.15,80
20171115,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1996.09,1996.09,1947.49,1950.97,-54.13,-2.70,2199.93,376.20,80
20171116,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1949.09,1958.58,1936.90,1954.95,3.98,0.20,1790.79,284.97,80
20171117,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1955.18,1966.92,1897.93,1898.94,-56.01,-2.87,2481.04,355.16,80
20171120,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1888.97,1940.15,1867.45,1939.59,40.65,2.14,1810.37,286.57,80
20171121,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1936.86,1957.34,1930.31,1948.17,8.58,0.44,1780.91,298.97,80
20171122,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1949.96,1955.56,1927.06,1947.57,-0.60,-0.03,1740.44,281.48,80
20171123,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1941.34,1941.34,1877.73,1879.65,-67.93,-3.49,1781.75,278.20,80
20171124,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1866.27,1892.49,1864.49,1881.84,2.19,0.12,1397.21,224.20,80
20171127,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1877.48,1877.71,1827.46,1831.83,-50.01,-0.03,1503.73,239.66,80
20171128,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1829.25,1860.80,1827.15,1860.80,28.97,1.58,1138.29,180.04,80
20171129,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1861.90,1862.40,1832.10,1855.51,-5.28,-0.28,1406.72,204.01,80
20171130,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1851.56,1856.70,1822.18,1829.44,-26.08,-1.41,1339.40,199.98,80
20171201,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1827.64,1854.94,1822.55,1849.54,20.10,1.10,1503.78,201.49,80
20171204,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1845.88,1857.29,1839.88,1841.77,-7.77,-0.42,1503.48,210.14,80
20171205,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1837.50,1841.02,1783.24,1796.51,-45.26,-2.46,1894.22,254.49,80
20171206,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1795.92,1812.98,1768.52,1812.86,16.35,0.91,1517.52,216.47,80
20171207,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1806.36,1813.67,1794.83,1795.24,-17.62,-0.97,1331.75,172.55,80
20171208,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1791.16,1822.28,1789.40,1812.50,17.26,0.96,1330.12,184.78,80
20171211,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1818.26,1853.53,1814.84,1853.05,40.56,2.24,1134.30,183.25,80
20171212,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1852.61,1869.63,1841.95,1842.04,-11.01,-0.59,1206.58,202.49,80
20171213,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1839.03,1861.37,1833.98,1861.34,19.30,1.05,1112.05,159.45,80
20171214,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1859.60,1865.40,1843.83,1856.12,-5.22,-0.28,1049.34,156.77,80
20171215,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1849.08,1850.78,1824.24,1833.82,-22.31,-1.20,1192.63,162.24,80
20171218,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1834.80,1838.72,1810.82,1815.81,-18.00,-0.98,882.05,122.31,80
20171219,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1817.39,1829.57,1813.93,1824.25,8.44,0.46,843.83,120.22,80
20171220,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1825.10,1828.83,1810.71,1814.70,-9.55,-0.52,894.06,128.54,80
20171221,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1812.48,1840.64,1800.01,1834.95,20.25,1.12,1029.86,155.45,80
20171222,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1835.55,1864.42,1835.18,1853.67,18.72,1.02,1164.85,179.51,80
20171225,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1853.60,1859.68,1827.11,1831.22,-22.44,-1.21,1188.35,166.39,80
20171226,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1829.38,1839.41,1816.39,1837.98,6.75,0.37,972.11,145.51,80
20171227,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1833.87,1844.52,1828.61,1831.32,-6.66,-0.36,1209.77,205.79,80
20171228,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1827.32,1839.23,1823.91,1830.64,-0.68,-0.04,1170.12,180.50,80
20171229,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1834.19,1844.83,1830.81,1844.83,14.18,0.77,1031.84,148.34,80
20180102,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1851.06,1861.65,1844.08,1861.28,16.45,0.89,1208.66,179.88,80
20180103,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1859.95,1892.34,1856.07,1888.64,27.36,1.47,1479.82,239.32,80
20180104,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1884.83,1891.50,1880.87,1887.51,-1.13,-0.06,1202.11,193.33,80
20180105,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1886.57,1886.57,1866.25,1872.36,-15.15,-0.80,1194.61,181.76,80
20180108,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1869.41,1869.41,1850.88,1868.96,-3.40,-0.18,1318.16,200.48,80
20180109,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1870.27,1873.62,1857.03,1863.14,-5.82,-0.31,1122.15,174.24,80
20180110,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1864.82,1864.82,1832.77,1844.78,-18.36,-0.99,1285.15,184.55,80
20180111,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1838.68,1851.02,1829.67,1844.99,0.21,0.01,1161.07,153.71,80
20180112,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1846.06,1850.33,1835.58,1839.00,-6.00,-0.32,1670.42,168.66,80
20180115,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1832.58,1832.65,1763.20,1769.46,-69.54,-3.78,1934.69,250.67,80
20180116,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1764.78,1773.32,1751.90,1764.69,-4.77,-0.27,1352.91,176.63,80
20180117,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1762.60,1762.80,1715.97,1752.42,-12.27,-0.70,1597.46,202.94,80
20180118,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1752.50,1767.13,1752.50,1762.62,10.20,0.58,1086.97,145.63,80
20180119,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1763.03,1782.49,1758.81,1767.84,5.21,0.30,1105.07,146.91,80
20180122,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1770.07,1793.38,1764.07,1793.00,25.16,1.42,1098.59,162.30,80
20180123,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1794.50,1806.37,1794.50,1803.65,10.65,0.59,1075.86,164.94,80
20180124,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1800.92,1818.70,1786.47,1816.05,12.40,0.69,1197.77,167.90,80
20180125,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1816.68,1829.94,1812.50,1812.90,-3.15,-0.17,1294.26,178.18,80
20180126,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1811.61,1816.69,1803.37,1804.34,-8.56,-0.47,904.18,134.30,80
20180129,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1800.76,1803.62,1770.27,1772.72,-31.62,-1.75,1118.46,169.19,80
20180130,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1771.91,1792.27,1771.10,1784.30,11.58,0.65,886.17,144.37,80
20180131,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1774.72,1774.72,1748.05,1753.50,-30.80,-1.73,1105.65,145.48,80
20180201,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1752.25,1761.46,1698.34,1699.34,-54.16,-3.09,1472.52,185.81,80
20180202,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1686.56,1709.98,1661.06,1703.73,4.39,0.26,1046.67,135.41,80
20180205,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1674.32,1684.11,1668.88,1672.17,-31.57,-1.85,881.84,132.26,80
20180206,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1642.90,1651.88,1598.94,1599.45,-72.72,-4.35,1321.70,168.26,80
20180207,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1629.04,1637.25,1567.52,1600.35,0.90,0.06,1022.40,142.83,80
20180208,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1599.57,1626.49,1598.16,1621.67,21.32,1.33,833.22,121.89,80
20180209,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1582.33,1605.92,1562.10,1576.06,-45.60,-2.81,1284.95,179.93,80
20180212,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1586.69,1645.55,1586.69,1642.33,66.26,4.20,1020.43,159.21,80
20180213,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1656.00,1666.33,1648.00,1649.57,7.24,0.44,946.52,163.26,80
20180214,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1656.75,1667.79,1648.17,1667.01,17.44,1.06,629.22,113.00,80
20180222,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1682.42,1707.40,1679.87,1696.87,29.86,1.79,983.83,163.84,80
20180223,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1693.88,1699.13,1678.12,1699.10,2.22,0.13,948.91,162.53,80
20180226,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1708.36,1746.26,1705.78,1740.06,40.96,2.41,1351.90,220.88,80
20180227,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1734.96,1751.71,1731.53,1740.56,0.50,0.03,1188.83,192.07,80
20180228,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1726.74,1759.56,1718.07,1752.45,11.89,0.68,1242.74,202.90,80
20180301,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1741.09,1778.66,1736.84,1776.12,23.66,1.35,1153.80,196.17,80
20180302,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1765.74,1787.81,1758.84,1761.58,-14.54,-0.82,1155.86,188.63,80
20180305,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1766.66,1772.53,1758.21,1772.31,10.74,0.61,883.31,151.98,80
20180306,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1775.23,1789.66,1774.07,1789.46,17.14,0.97,1110.22,180.47,80
20180307,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1788.36,1793.26,1775.89,1777.01,-12.45,-0.70,1063.58,174.44,80
20180308,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1775.89,1785.34,1764.94,1774.43,-2.58,-0.15,1027.87,162.44,80
20180309,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1776.54,1809.12,1776.42,1807.45,33.02,1.86,1300.42,191.95,80
20180312,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1816.78,1853.53,1816.64,1850.11,42.65,2.36,1722.64,298.14,80
20180313,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1848.09,1850.61,1834.50,1835.71,-14.40,-0.78,1353.98,213.17,80
20180314,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1830.69,1850.76,1822.28,1822.55,-13.16,-0.72,1408.47,237.15,80
20180315,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1821.50,1831.75,1812.09,1831.58,9.03,0.50,1474.38,214.55,80
20180316,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1832.20,1837.06,1813.70,1813.87,-17.72,-0.97,1261.01,179.34,80
20180319,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1809.44,1824.57,1803.05,1813.93,0.06,0.00,1133.89,156.38,80
20180320,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1802.60,1816.00,1796.50,1814.05,0.12,0.01,1120.04,159.86,80
20180321,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1821.53,1837.01,1801.47,1803.81,-10.24,-0.56,1236.45,187.95,80
20180322,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1806.25,1815.05,1783.67,1797.05,-6.76,-0.37,1069.94,151.43,80
20180323,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1734.74,1758.18,1690.20,1713.40,-83.65,-4.65,1904.40,258.34,80
20180326,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1687.67,1741.42,1680.84,1741.37,27.96,1.63,1322.54,195.20,80
20180327,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1761.82,1785.77,1761.50,1784.39,43.02,2.47,1427.01,224.55,80
20180328,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1754.22,1772.11,1750.05,1752.99,-31.40,-1.76,1087.47,190.16,80
20180329,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1760.34,1767.46,1732.66,1748.38,-4.61,-0.26,959.13,164.46,80
20180330,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1751.88,1769.65,1751.28,1768.90,20.52,1.17,1019.01,172.85,80
20180402,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1776.17,1777.71,1758.86,1761.13,-7.78,-0.44,1296.01,213.85,80
20180403,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1734.76,1745.00,1719.85,1733.34,-27.78,-1.58,1026.36,164.19,80
20180404,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1739.62,1745.48,1714.85,1716.58,-16.76,-0.97,1116.89,161.65,80
20180409,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1709.70,1724.60,1700.65,1713.73,-2.85,-0.17,1023.76,140.12,80
20180410,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1718.16,1725.47,1706.08,1724.29,10.56,0.62,1054.22,154.82,80
20180411,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1731.00,1740.42,1727.94,1733.84,9.55,0.55,1033.21,146.29,80
20180412,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1731.04,1733.32,1709.16,1713.35,-20.49,-1.18,874.28,131.06,80
20180413,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1720.21,1726.95,1703.28,1710.38,-2.97,-0.17,768.88,125.03,80
20180416,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1704.75,1709.22,1685.17,1695.34,-15.05,-0.88,906.95,127.86,80
20180417,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1699.46,1707.16,1654.35,1655.68,-39.65,-2.34,1104.31,162.21,80
20180418,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1665.20,1686.42,1633.97,1682.39,26.71,1.61,1232.27,187.86,80
20180419,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1680.66,1712.97,1679.63,1703.11,20.72,1.23,1324.66,184.74,80
20180420,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1698.05,1699.54,1665.86,1669.93,-33.18,-1.95,1163.78,153.44,80
20180423,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1668.62,1680.86,1646.13,1661.24,-8.69,-0.52,941.01,132.80,80
20180424,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1662.83,1698.45,1660.67,1697.19,35.95,2.16,1043.60,156.89,80
20180425,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1689.99,1692.64,1680.45,1684.80,-12.40,-0.73,879.82,134.41,80
20180426,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1680.68,1681.16,1646.56,1647.20,-37.60,-2.23,1143.94,160.06,80
20180427,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1653.73,1657.95,1638.12,1650.80,3.60,0.22,850.90,118.39,80
20180502,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1650.66,1658.49,1637.95,1647.27,-3.53,-0.21,836.62,120.85,80
20180503,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1648.70,1666.37,1631.51,1664.13,16.86,1.02,969.37,140.00,80
20180504,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1659.64,1671.40,1657.68,1659.69,-4.44,-0.27,822.96,121.62,80
20180507,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1662.69,1705.03,1661.52,1704.83,45.14,2.72,1106.08,192.21,80
20180508,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1704.87,1716.98,1702.57,1713.81,8.98,0.53,986.12,170.71,80
20180509,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1714.09,1717.05,1706.53,1713.27,-0.55,-0.03,837.73,134.91,80
20180510,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1715.70,1725.14,1705.64,1717.39,4.12,0.24,914.66,152.35,80
20180511,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1721.41,1734.43,1720.77,1723.22,5.84,0.34,1282.40,202.33,80
20180514,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1723.96,1743.80,1723.96,1729.92,6.69,0.39,1317.58,198.62,80
20180515,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1734.07,1740.57,1723.26,1740.30,10.39,0.60,1010.14,155.71,80
20180516,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1736.06,1744.96,1730.03,1731.99,-8.31,-0.48,986.64,159.10,80
20180517,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1731.32,1733.36,1705.83,1711.95,-20.04,-1.16,781.01,132.11,80
20180518,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1712.79,1715.78,1697.32,1714.20,2.25,0.13,879.50,138.48,80
20180521,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1725.93,1739.05,1725.93,1733.83,19.63,1.15,1111.62,174.33,80
20180522,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1733.45,1733.48,1718.89,1730.94,-2.89,-0.17,999.98,147.09,80
20180523,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1728.95,1728.95,1709.28,1709.28,-21.66,-1.25,1009.10,142.26,80
20180524,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1710.90,1713.23,1694.62,1697.25,-12.03,-0.70,880.20,138.59,80
20180525,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1692.58,1694.27,1668.41,1674.02,-23.23,-1.37,991.18,144.38,80
20180528,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1674.61,1680.70,1659.87,1662.75,-11.27,-0.67,884.70,127.50,80
20180529,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1659.94,1669.00,1649.60,1650.37,-12.39,-0.74,823.04,118.67,80
20180530,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1626.54,1626.54,1599.33,1601.84,-48.53,-2.94,1093.75,147.53,80
20180531,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1613.14,1620.29,1599.22,1613.87,12.03,0.75,828.91,109.18,80
20180601,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1609.37,1609.42,1581.13,1590.63,-23.24,-1.44,943.32,118.65,80
20180604,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1566.14,1570.60,1544.01,1546.35,-44.28,-2.78,915.73,113.13,80
20180605,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1532.65,1565.16,1532.31,1565.09,18.74,1.21,960.49,129.33,80
20180606,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1557.71,1568.10,1553.12,1561.23,-3.86,-0.25,1237.82,164.83,80
20180607,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1565.50,1569.89,1558.37,1559.02,-2.20,-0.14,890.20,118.55,80
20180608,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1558.60,1558.80,1533.23,1542.05,-16.97,-1.09,922.99,111.00,80
20180611,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1540.85,1546.53,1523.07,1530.83,-11.22,-0.73,874.63,110.49,80
20180612,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1534.94,1539.48,1514.87,1536.55,5.72,0.37,904.40,114.33,80
20180613,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1531.59,1531.97,1512.48,1514.01,-22.54,-1.47,825.53,102.89,80
20180614,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1509.14,1519.63,1502.11,1506.13,-7.88,-0.52,791.78,94.97,80
20180615,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1502.38,1505.30,1475.19,1483.34,-22.79,-1.51,917.47,107.88,80
20180618,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,,,,1483.34,0.00,0.00,0.00,0.00,80
20180619,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1460.15,1461.08,1384.14,1399.99,-83.35,-5.62,1413.79,155.70,80
20180620,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1386.01,1419.10,1382.08,1408.65,8.66,0.62,1073.73,127.37,80
20180621,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1409.59,1416.99,1374.53,1375.68,-32.97,-2.34,1034.84,116.73,80
20180622,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1367.58,1408.19,1359.85,1404.38,28.71,2.09,1043.47,128.14,80
20180625,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1418.09,1422.97,1399.19,1399.72,-4.67,-0.33,998.51,129.41,80
20180626,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1381.85,1409.32,1376.54,1405.65,5.93,0.42,983.77,120.62,80
20180627,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1406.94,1414.34,1390.24,1396.47,-9.18,-0.65,986.62,108.42,80
20180628,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1393.39,1407.67,1378.55,1384.39,-12.09,-0.87,954.91,111.68,80
20180629,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1384.69,1416.37,1373.88,1414.76,30.37,2.19,1099.85,127.81,80
20180702,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1412.68,1415.31,1375.05,1384.91,-29.85,-2.11,1116.22,120.70,80
20180703,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1385.72,1392.79,1351.44,1390.49,5.58,0.40,1079.51,125.99,80
20180704,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1383.70,1385.86,1360.80,1366.62,-23.87,-1.72,923.30,101.43,80
20180705,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1363.84,1372.44,1337.62,1338.95,-27.67,-2.02,1074.44,115.66,80
20180706,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1339.81,1366.30,1318.80,1348.38,9.43,0.70,1105.45,128.26,80
20180709,399808,中证新能源指数,中证新能,CSI New Energy Index,CSI New Energy,1352.67,1373.84,1352.67,1373.63,25.25,1.87,1010.97,120.11,80
