日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index Chinese Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20211230,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1961.70,16.23,0.83,,,3303
20211231,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1971.79,10.09,0.51,,,3303
20220104,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1941.46,-30.32,-1.54,,,
20220105,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1900.25,-41.21,-2.12,,,3303
20220106,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1890.05,-10.20,-0.54,,,3303
20220107,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1871.10,-18.94,-1.00,,,3303
20220110,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1876.67,5.57,0.30,,,3301
20220111,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1853.71,-22.96,-1.22,,,3301
20220112,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1884.63,30.92,1.67,,,3301
20220113,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1851.27,-33.36,-1.77,,,3301
20220114,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1855.15,3.88,0.21,,,3301
20220117,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1873.85,18.70,1.01,,,3301
20220118,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1882.10,8.25,0.44,,,3299
20220119,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1857.96,-24.14,-1.28,,,3299
20220120,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1856.89,-1.07,-0.06,,,3299
20220121,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1843.00,-13.88,-0.75,,,3299
20220124,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1852.38,9.38,0.51,,,3299
20220125,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1813.19,-39.19,-2.12,,,3299
20220126,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1821.44,8.25,0.45,,,3299
20220127,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1784.16,-37.28,-2.05,,,3295
20220128,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1766.55,-17.61,-0.99,,,3295
20220207,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1782.49,15.94,0.90,,,3295
20220208,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1754.95,-27.54,-1.55,,,3295
20220209,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1777.53,22.58,1.29,,,3295
20220210,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1762.77,-14.76,-0.83,,,3295
20220211,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1739.46,-23.31,-1.32,,,3295
20220214,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1731.57,-7.89,-0.45,,,3295
20220215,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1764.97,33.40,1.93,,,3293
20220216,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1769.41,4.44,0.25,,,3293
20220217,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1779.33,9.92,0.56,,,3293
20220218,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1777.45,-1.88,-0.11,,,3293
20220221,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1772.13,-5.32,-0.30,,,4027
20220222,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1754.47,-17.67,-1.00,,,4027
20220223,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1786.97,32.51,1.85,,,4027
20220224,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1755.82,-31.15,-1.74,,,4027
20220225,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1778.84,23.01,1.31,,,4027
20220228,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1786.94,8.11,0.46,,,4027
20220301,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1793.65,6.70,0.38,,,4025
20220302,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1776.21,-17.44,-0.97,,,4025
20220303,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1753.21,-22.99,-1.29,,,4025
20220304,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1733.68,-19.54,-1.11,,,4025
20220307,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1682.99,-50.69,-2.92,,,4025
20220308,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1649.55,-33.44,-1.99,,,4025
20220309,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1638.66,-10.88,-0.66,,,4025
20220310,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1674.00,35.34,2.16,,,4025
20220311,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1671.10,-2.91,-0.17,,,4025
20220314,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1618.38,-52.71,-3.15,,,4023
20220315,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1561.22,-57.17,-3.53,,,4022
20220316,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1625.95,64.73,4.15,,,4022
20220317,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1660.40,34.45,2.12,,,4022
20220318,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1659.24,-1.16,-0.07,,,4022
20220321,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1665.24,6.00,0.36,,,4022
20220322,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1657.46,-7.79,-0.47,,,4022
20220323,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1670.43,12.97,0.78,,,4022
20220324,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1659.71,-10.71,-0.64,,,4022
20220325,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1625.14,-34.57,-2.08,,,4022
20220328,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1610.96,-14.18,-0.87,,,4022
20220329,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1608.01,-2.95,-0.18,,,4022
20220330,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1649.19,41.18,2.56,,,4022
20220331,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1627.42,-21.77,-1.32,,,4022
20220401,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1638.27,10.85,0.67,,,4022
20220406,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1621.24,-17.03,-1.04,,,4022
20220407,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1599.45,-21.79,-1.34,,,4022
20220408,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1597.09,-2.36,-0.15,,,4022
20220411,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1544.48,-52.60,-3.29,,,4022
20220412,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1569.86,25.38,1.64,,,4022
20220413,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1551.78,-18.09,-1.15,,,4022
20220414,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1571.85,20.08,1.29,,,4020
20220415,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1568.34,-3.51,-0.22,,,4020
20220418,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1576.77,8.43,0.54,,,4020
20220419,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1563.53,-13.24,-0.84,,,4020
20220420,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1540.05,-23.49,-1.50,,,4020
20220421,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1505.23,-34.82,-2.26,,,4020
20220422,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1503.91,-1.31,-0.09,,,4020
20220425,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1430.29,-73.63,-4.90,,,4020
20220426,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1423.19,-7.10,-0.50,,,4019
20220427,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1475.29,52.10,3.66,,,4015
20220428,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1482.16,6.87,0.47,,,4015
20220429,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1526.79,44.63,3.01,,,4014
20220505,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1526.77,-0.02,0.00,,,4014
20220506,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1492.87,-33.90,-2.22,,,4014
20220509,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1487.00,-5.86,-0.39,,,4014
20220510,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1507.70,20.70,1.39,,,4014
20220511,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1535.28,27.57,1.83,,,4014
20220512,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1532.94,-2.34,-0.15,,,4014
20220513,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1543.65,10.71,0.70,,,4014
20220516,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1535.09,-8.56,-0.55,,,4014
20220517,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1558.60,23.51,1.53,,,4014
20220518,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1555.23,-3.37,-0.22,,,4014
20220519,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1560.72,5.49,0.35,,,4011
20220520,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1585.92,25.20,1.61,,,4011
20220523,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1580.90,-5.03,-0.32,,,4011
20220524,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1537.93,-42.96,-2.72,,,4011
20220525,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1545.66,7.73,0.50,,,4011
20220526,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1549.52,3.85,0.25,,,4011
20220527,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1553.25,3.74,0.24,,,4011
20220530,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1573.51,20.26,1.30,,,4011
20220531,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1602.37,28.86,1.83,,,4011
20220601,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1601.54,-0.83,-0.05,,,4011
20220602,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1614.19,12.65,0.79,,,4011
20220606,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1654.83,40.64,2.52,,,4011
20220607,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1656.13,1.30,0.08,,,4011
20220608,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1671.58,15.45,0.93,,,4011
20220609,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1646.14,-25.44,-1.52,,,4011
20220610,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1673.93,27.79,1.69,,,4010
20220613,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1661.02,-12.90,-0.77,,,4010
20220614,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1661.59,0.57,0.03,,,4010
20220615,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1666.31,4.72,0.28,,,4010
20220616,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1668.18,1.87,0.11,,,4009
20220617,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1694.79,26.61,1.59,,,4007
20220620,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1710.56,15.77,0.93,,,4007
20220621,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1701.98,-8.57,-0.50,,,4007
20220622,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1684.19,-17.79,-1.05,,,4007
20220623,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1715.62,31.42,1.87,,,4007
20220624,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1742.59,26.98,1.57,,,4007
20220627,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1762.93,20.34,1.17,,,4007
20220628,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1778.75,15.82,0.90,,,4007
20220629,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1744.06,-34.70,-1.95,,,4007
20220630,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1774.26,30.20,1.73,,,4007
20220701,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1765.65,-8.61,-0.49,,,4007
20220704,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1783.99,18.34,1.04,,,4007
20220705,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1778.74,-5.25,-0.29,,,4007
20220706,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1760.95,-17.79,-1.00,,,4007
20220707,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1772.80,11.86,0.67,,,4007
20220708,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1761.46,-11.35,-0.64,,,4007
20220711,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1729.47,-31.98,-1.82,,,4007
20220712,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1705.12,-24.35,-1.41,,,4007
20220713,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1712.90,7.77,0.46,,,4007
20220714,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1731.62,18.72,1.09,,,4005
20220715,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1717.21,-14.41,-0.83,,,4004
20220718,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1727.41,10.20,0.59,,,4004
20220719,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1718.14,-9.27,-0.54,,,4004
20220720,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1731.37,13.23,0.77,,,4000
20220721,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1718.55,-12.81,-0.74,,,4000
20220722,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1713.69,-4.87,-0.28,,,4000
20220725,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1700.45,-13.23,-0.77,,,4000
20220726,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1716.96,16.51,0.97,,,4000
20220727,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1717.58,0.61,0.04,,,4000
20220728,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1717.68,0.11,0.01,,,4000
20220729,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1695.50,-22.18,-1.29,,,4000
20220801,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1713.22,17.71,1.04,,,4000
20220802,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1686.87,-26.34,-1.54,,,4000
20220803,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1672.50,-14.37,-0.85,,,4000
20220804,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1682.28,9.78,0.58,,,4000
20220805,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1702.77,20.48,1.22,,,3998
20220808,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1707.11,4.35,0.26,,,3998
20220809,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1713.82,6.71,0.39,,,3998
20220810,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1698.96,-14.86,-0.87,,,3998
20220811,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1721.95,22.99,1.35,,,3998
20220812,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1712.89,-9.06,-0.53,,,3998
20220815,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1719.86,6.97,0.41,,,4921
20220816,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1719.99,0.13,0.01,,,4921
20220817,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1728.36,8.37,0.49,,,4921
20220818,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1727.18,-1.18,-0.07,,,4921
20220819,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1704.44,-22.74,-1.32,,,4921
20220822,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1719.84,15.40,0.90,,,4921
20220823,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1718.07,-1.78,-0.10,,,4921
20220824,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1674.68,-43.38,-2.53,,,4921
20220825,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1679.60,4.92,0.29,,,4921
20220826,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1676.94,-2.66,-0.16,,,4921
20220829,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1677.61,0.67,0.04,,,4921
20220830,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1668.05,-9.56,-0.57,,,4921
20220831,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1646.06,-21.99,-1.32,,,4920
20220901,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1633.64,-12.42,-0.75,,,4920
20220902,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1629.47,-4.17,-0.26,,,4920
20220905,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1626.47,-3.00,-0.18,,,4920
20220906,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1648.44,21.97,1.35,,,4920
20220907,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1657.00,8.55,0.52,,,4920
20220908,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1647.86,-9.13,-0.55,,,4920
20220909,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1659.64,11.78,0.72,,,4920
20220913,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1660.29,0.65,0.04,,,
20220914,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1647.11,-13.18,-0.79,,,4920
20220915,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1614.08,-33.03,-2.01,,,4918
20220916,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1588.26,-25.81,-1.60,,,4916
20220919,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1581.04,-7.22,-0.45,,,4916
20220920,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1593.96,12.92,0.82,,,4916
20220921,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1578.17,-15.79,-0.99,,,4916
20220922,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1573.43,-4.74,-0.30,,,4914
20220923,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1557.18,-16.24,-1.03,,,4914
20220926,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1563.82,6.64,0.43,,,4914
20220927,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1589.87,26.05,1.67,,,4914
20220928,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1557.49,-32.39,-2.04,,,4913
20220929,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1562.45,4.96,0.32,,,4913
20220930,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1539.51,-22.94,-1.47,,,4913
20221010,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1500.33,-39.18,-2.55,,,
20221011,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1502.91,2.58,0.17,,,4913
20221012,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1528.64,25.73,1.71,,,4911
20221013,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1525.15,-3.49,-0.23,,,4911
20221014,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1562.19,37.04,2.43,,,4911
20221017,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1562.75,0.56,0.04,,,4911
20221018,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1568.16,5.41,0.35,,,4911
20221019,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1548.17,-19.99,-1.27,,,4909
20221020,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1538.74,-9.42,-0.61,,,4909
20221021,930950,中证偏股型基金指数,偏股基金,CSI Partial Equity Funds Index,Partial Equity Funds,,,,1537.41,-1.34,-0.09,,,4909
